x_1,x_2,y,eq
4.3627206147738535,2.985928984981842,104.71921368087719,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
1.1190378319498282,2.036621219944658,5.11555944883475,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.9952342604032496,3.0650811023342883,96.84005948864142,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.011424056492707,4.974814342728072,112.15879591082549,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.4394883014557998,1.907295889492811,13.058899525535885,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.8670806182233837,4.856101844502621,169.92056569657774,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.1387337845866785,2.6871571763272093,75.03942105619097,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
1.8629830801355314,1.94678943351177,9.204910066508303,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.045882254156539,1.597931527814286,10.593763898296238,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.167822405964629,3.94353259089885,182.92223825726137,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.763400142484059,1.6040726339141997,22.990694544698496,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.602652286092601,3.8152142534312468,197.92865866965343,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.9636165836944492,2.456228930036099,56.164852837309226,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.0828087951839978,2.3626183718766454,18.807843847747588,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.830363275005405,3.002481193232207,124.89663440716554,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.6827798076040854,1.8667377984698126,23.81402443364551,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.9014586476741915,1.0058056689419939,0.168585588739416,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.4455312608357795,2.0346567513224474,41.635216982389416,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.599699629488325,2.3155959116916067,41.401169141068216,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.726918552145667,4.084794184080982,239.4343595641563,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.979630373388716,2.03418876549767,34.57021568912949,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.449516591105081,4.391745898559949,255.65004460909955,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.5142213771866455,2.0143471270257174,41.57346684843664,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.5639950189262906,4.259875737660709,172.14562755877935,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.984090732902502,1.8249961652591655,25.409195389714696,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
1.054542434817252,3.1724514084610793,16.326245536683466,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.3226403092428414,3.278556133824048,85.38602514426763,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.6460900545928756,4.73056676006312,143.49638846717718,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.475229097562263,1.6985127280383328,24.86027733792125,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.076432449315744,1.502626482731646,13.916035925705756,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.97718285607331,2.784643043778966,76.69371815104337,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.640345995629577,3.5054521103155607,166.20198976998083,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.6196905219721742,3.638891053125099,77.06364581839065,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.8005983066472693,4.202804384772925,118.35279843048326,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.46594141296684,3.274903243144687,134.30435730177086,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.5142726171919065,2.267300845833373,56.81903782227602,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.987458520281144,3.841577961931848,227.67200628955501,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.333160934124413,1.085528014780151,2.0917322143612993,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.748086405755522,4.619791503690258,143.1481789440224,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.243515286620016,1.1731296943726899,1.435860317920147,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.530927248334226,1.9075411662599775,23.656335504294724,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.8661823502468287,4.351870439938649,203.34030678446535,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.653210369179545,3.136802256478837,129.98752793371645,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.3130110928283627,4.9441123043320045,216.1575560135167,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.468831429954344,3.426134497047797,148.85358792310828,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.535802000086049,4.3170475548800376,109.72119922651157,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.4872094216200944,4.7891596403937715,216.50472424800773,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.794177123707005,4.585002120001327,313.94865725142523,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.378992809351919,2.1673767893515823,18.132700023910772,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.1838188669799985,1.1538646152842778,2.2806141519405205,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.747369880948382,3.7581231486480355,200.90243712095346,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.378403728843303,4.483736960935141,261.0466235048327,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.3299425717443505,2.5623315060340404,47.30494991205355,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.906589004876248,3.957874165599014,108.6370970896645,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.2453943337260918,2.6885458067783783,51.20643795696072,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
1.9152722139872242,1.4473685571761936,3.446631998129936,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.670051408942519,1.6989885860411587,17.744438449396377,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.477253153801472,2.9384816515362697,70.66125551085734,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
4.760370945780034,3.014980513172435,123.15567130512078,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
2.2481244265005764,4.351388736814354,94.93441798966623,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
1.9493079040820986,4.87974611461466,102.96580510952387,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
1.0334389928403582,2.73689197769814,10.736805545580935,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.568473947528358,1.9723648718113447,26.488920119039687,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.94775474295374,1.9616977617556746,30.836647377382775,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.94174044807311,4.1758277580723355,190.97818893611912,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
1.3136750492815334,2.973357760854118,18.247175051808455,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.360575615153813,4.613950808367915,189.0701717241065,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
3.197872850649434,2.517120571769539,42.46557848654108,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
1.5002975721428293,2.586507428126305,15.070916313567901,(((x_1)*((x_2)*((x_1)+(x_2))))*(ln(x_2)))
