x_1,x_2,y
0.4933801698243081,0.9059189770095232,3.37322717161419
0.9057575359660103,0.4850530388035704,11.6107498490034
0.056414941578291855,0.6512600860024622,0.233453977889820
0.2819797519924906,0.5000972144282841,1.33788766747109
0.47467077259092794,0.31772069438717687,2.66782405101517
0.28965689053684485,0.4248757773807261,1.34422909888769
0.51992514435953,0.06752471241446123,2.86518670358324
0.6931812821260382,0.42471442954693905,5.70234151889924
0.14233747934811491,0.548376650850454,0.603119806631730
0.9502231983846043,0.9540834076392336,14.3010827354643
0.32102869441331505,0.1009884454969242,1.33898763932894
0.7999348380596422,0.32691557111183733,7.92350348886898
0.3518011421671362,0.3914781552548643,1.72976587532189
0.7930449109887981,0.07166554056961894,7.34362900801706
0.8001423276329109,0.07883540605986383,7.53655031571353
0.3144155869911509,0.7972402863106506,1.71227338976080
0.6860163756865731,0.9555545667935912,6.21323809247991
0.7030032143343157,0.9803849102518672,6.57166410721535
0.10313686722280924,0.4897046155410948,0.411548467590853
0.15072504724023617,0.29461397438384196,0.570263454203763
0.6462188716308471,0.6537709351276612,5.17211064720487
0.9370664573560121,0.4100621210075258,12.7887707070730
0.20418018062199328,0.775602373023817,0.997438568340919
0.3939193367049073,0.25876977660455314,1.93802028714618
0.17359278469417172,0.904232633594067,0.863772543159654
0.21911366590548786,0.3273480357483408,0.903125468942485
0.6461573604177768,0.5822664382904743,5.08725503207818
0.7099411780851983,0.3734802668287883,5.95069897507385
0.6172263245257946,0.2048129112923074,4.19226071506188
0.6992216170471086,0.2891124824353247,5.63143510569345
0.6908051143196452,0.6427698774895948,5.93867939095172
0.9623776104062124,0.49443280507663845,14.1239101734155
0.8917463468127738,0.6885498570106674,11.4054052873496
0.8040490147176312,0.4399589693035537,8.20799702926799
0.6534089743801903,0.009475511777142454,4.47854704233883
0.21321368465182533,0.9374223423281433,1.10678299609639
0.8704049049821199,0.9866032802431816,11.0638173167432
0.4010525256949651,0.31121956967467124,2.03318696411514
0.5142572413420233,0.8370721573033019,3.55077556722044
0.19644959023536457,0.14627456428859387,0.720836265326244
0.7148438508266172,0.8594668417792795,6.67476276801087
0.7564137200769466,0.6633679516722837,7.33663838695014
0.8793955725494979,0.6206488035826878,10.8429231349695
0.7293673936168696,0.6677504263195806,6.74060503725927
0.9683929115312215,0.17160784875958723,13.8167301574622
0.47833304934874477,0.6802669566991951,3.02738449649578
0.6235093940868673,0.8164594714333413,4.99063924472579
0.571775629567363,0.2039822638453742,3.59400310388730
0.6754103443700317,0.8358113291840521,5.88378089432469
0.9972687873158432,0.1402921034005432,15.2805984534876
0.6059547041925504,0.5126752369773493,4.39669241995860
0.24229538898580794,0.8106962072121492,1.23841956100981
0.9835689174722955,0.5874652796780206,15.3823379300960
0.22775067717691222,0.8386297978568296,1.15991274733225
0.8704212856965455,0.96441288263317,11.0342507183917
0.6148782140400476,0.710929075468996,4.74665763218149
0.4091530237120682,0.10536317413465224,1.93002695657403
0.2753409171254091,0.33593332668706377,1.21087102577706
0.0011745594231811207,0.42813597465553943,0.00418705778532659
0.038412391972705406,0.41628906009796296,0.140109156559780
0.018620083874261728,0.629889753537177,0.0742717750881566
0.6201677763934076,0.528330393866075,4.62104298165396
0.6759353179365352,0.2992024533336358,5.22842000277733
0.6779905388156052,0.35198637794263155,5.33362851390461
